reviewCreatedVersion,score,content,thumbsUpCount,sentiment_polarity,sentiment_subjectivity,sentiment_analysis,Keyword
3.92.9,5,It makes keeping track of your daily numbers so much easier and its really easy to use.,1,0.2111111111111111,0.3444444444444445,Negative,easy
3.92.9,5,"Easy to use, although when I changed phones, could not enter pin to connect device. Several tries finally connected device with phone.",1,0.08333333333333334,0.5583333333333333,Negative,easy
3.92.9,5,Very easy-to-use.,0,0.2,0.3,Negative,easy
3.92.8,5,As im new to diabetes this app has been a game changer for me so easy to use and has lots of helpful hints and information,1,0.05656565656565656,0.5626262626262627,Negative,easy
3.92.8,5,Simple to use and making notes is easy My only problem that I have to open the app and Bluetooth to import data everytime .. but when I forget the data is still saved and imported all at once,1,0.10833333333333334,0.6726190476190477,Negative,easy
3.92.8,4,So far this app is helping me to track my sugar levels to determine where my weaknesses are. With the easy to read log I can gauge when and how much I can eat without going over my goals.,1,0.24444444444444446,0.6777777777777779,Negative,easy
3.92.8,5,"Very useful app. Easy to use, and much more convenient than writing things down. Only wish is that I could log calories and/or exercise.",1,0.23355555555555552,0.5244444444444445,Negative,easy
3.92.8,5,This app has been an easy way to track my glucose numbers and the fact it connects to my meter via Bluetooth really helps me remember to track! No more bulky or cumbersome notebook and pen jostling around in my kit!,1,0.12361111111111112,0.5111111111111112,Negative,easy
3.92.9,5,This has been a lifesaver. Literally. Helped me to lose weight and get my blood sugar under control.,1,0.0,0.0,Negative,blood sugar
3.92.7,5,Recently diagnosed type 1 diabetes. This app helps monitor my blood sugars very well.,1,0.1,0.275,Negative,blood sugar
3.92.6,4,"Wonderful app! I recommend buying a glucometer, even if a little bit expensive, which can connect to mySugr. It gives you insights on how much control you have on your blood sugar levels. Improvements required:- 1. Please bring suggestions based on previous entries in Meals note. For instance as soon as I type ""Whe"" it should give some records (Wheat dosa, Whey protein etc) related to the word ""Whe"" which were recorded previously. 2. Please allow import data in CSV/Excel sheet",10,0.025595238095238095,0.44761904761904764,Negative,blood sugar
3.92.6,5,It really helps to monitor my blood sugar to contain my sugar intake almost every day..,1,0.2,0.2,Negative,blood sugar
3.92.6,4,"I like it cause, it helps me keep up with my blood sugar levels",1,0.0,0.0,Negative,blood sugar
3.92.6,4,"They don't have a ""morning"" option for all the things you can select :/ my blood sugar was high when I woke up and I was unable to select ""waking up""",1,-0.19666666666666666,0.68,Negative,blood sugar
3.92.5,5,A.W.E.S.O.M.E.!! I totally LOVE this automatically upLoading my Blood SUGARs. JUST have to still remember to Actually write it in my daily logs now. Haha and can't forget about the test strips are sooo much easier to get out of the container and they won't spill out either. Just KOOL!,1,0.19,0.24,Negative,blood sugar
3.92.35,1,PATHETIC CASH GRAB $150.00 3 month commitment? To be able to use all the icons when your logging a blood sugar level!  I've used this app for about 9 months it’s been a very useful tool to keep up with my levels.. I would gladly support this company with a $5 monthly subscription service or even $10 if you offered a discount for paying a year at a time like $75 a year. But to try to charge people $50 a month but tell them you have to commit to 3 months at $150.00! WOW.. PATHETIC!,1,-0.043333333333333335,0.7708333333333334,Negative,blood sugar
3.92.33,1,"I'm taking back my stars. The app no longer syncs with the meter, I've tried on two phones. Also won't sync with Google fit. Hate it. Makes it easy to keep track of your blood sugar. Could you please check the app? It is no longer syncing with the meter and I've done all the trouble shooting steps on my end. It might need an update. Thanks!",55,0.013888888888888886,0.4222222222222223,Negative,blood sugar
3.92.32,5,"The VA gave me a new meter, and this program works wirelessly to record my blood sugar levels. It also record blood pressure and weight. (You have to have the right machines.) It makes it very easy to send reports to my doctor. I can take notes about what is happening with me. I like the fact I can take a photo of my meals so I can look back and see exactly what a meal was.",0,0.24708225108225107,0.44805194805194803,Negative,blood sugar
3.92.9,4,Helpful app beats finding paper and pen to keep track of numbers,1,0.0,0.0,Negative,track
3.92.9,5,It makes keeping track of your daily numbers so much easier and its really easy to use.,1,0.2111111111111111,0.3444444444444445,Negative,track
3.92.9,5,I love this. It helps to track my b.s. levels ready for my next insulin adjustment. I can see first hand weather it's good or bad. Allows to to add so much more.,1,0.20714285714285716,0.45714285714285713,Negative,track
3.92.9,1,Not friendly. This app is useless. It does not help you to track anything. I cannot even tap my arm for results.,1,-0.34375,0.35,Negative,track
3.92.9,5,Fanastic app to track your sugar level. Thank you,1,0.0,0.0,Negative,track
3.92.9,5,Really handy little app to keep track of your a1c !!,1,0.153515625,0.7,Negative,track
3.92.8,1,"I used to use this app but got lazy and stopped regularly monitoring my blood glucose. I've redownloaded it and want to start fresh, only to find you can now only connect Accu-Chek meters. Not a big fan of those meters - went through four in a few months - completely unreliable. I guess I'll move on to a tracker that will sync to my ReliOn meter. Cheap Wallyworld meter has lasted longer than four Accu-Chek meters did.",11,0.03888888888888889,0.541880341880342,Negative,track
3.92.8,4,So far this app is helping me to track my sugar levels to determine where my weaknesses are. With the easy to read log I can gauge when and how much I can eat without going over my goals.,1,0.24444444444444446,0.6777777777777779,Negative,track
3.92.8,5,This app has been an easy way to track my glucose numbers and the fact it connects to my meter via Bluetooth really helps me remember to track! No more bulky or cumbersome notebook and pen jostling around in my kit!,1,0.12361111111111112,0.5111111111111112,Negative,track
3.92.8,2,"Lowered from 5 to 2 stars. Opens extremely SLOW. Also, I reached out to support for an issue with tracking basal, and they told me the developers are not making any improvements to the app for the foreseeable future so that they can focus on other aspects of the subscription program. We bought the app when it was a one time fee, and they since moved to a subscription, so it feels like they're not interested in helping us since they don't have as much of a prospect of getting money out of us.",0,-0.07,0.31999999999999995,Negative,track
